movie,title,genres,year,Rating,Rotton Tomato
54775,War,Action|Thriller,2006,3,67
54785,Halloween,Horror,2007,4,87
54787,Death Sentence,Drama|Thriller,2006,10,73
54995,Planet Terror,Action|Horror|Sci-Fi,2006,10,100
54997,3:10 to Yuma,Action|Crime|Drama|Western,2006,2,90
54999,Shoot 'Em Up,Action|Comedy|Crime,2006,5,73
55052,Atonement,Drama|Romance|War,2006,3,74
55063,My Winnipeg,Documentary|Fantasy,2006,4,90
55069,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile)",Drama,2006,8,63
55071,No End in Sight,Documentary,2007,8,58
55100,I Could Never Be Your Woman,Comedy|Romance,2007,4,58
55110,December Boys,Drama,2007,10,63
55118,Eastern Promises,Crime|Drama|Thriller,2007,6,58
55232,Resident Evil: Extinction,Action|Horror|Sci-Fi|Thriller,2006,4,88
55245,Good Luck Chuck,Comedy|Romance,2007,6,64
55253,"Lust, Caution (Se, jie)",Drama|Romance|Thriller|War,2006,2,83
55267,Dan in Real Life,Comedy|Drama|Romance,2006,1,77
55276,Michael Clayton,Drama|Thriller,2007,3,87
55282,30 Days of Night,Horror|Thriller,2007,5,64
55290,Gone Baby Gone,Crime|Drama|Mystery,2006,1,82
55294,Weirdsville,Comedy|Crime|Drama,2006,10,97
55417,Irina Palm,Drama,2006,6,90
55442,Persepolis,Animation|Drama,2007,5,94
55444,Control,Drama,2007,10,65
55498,Silk,Adventure|Drama|Romance,2007,1,84
55566,Tyler Perry's Why Did I Get Married?,Comedy|Drama,2007,6,56
55577,Saw IV,Crime|Horror|Thriller,2006,5,72
55687,My Kid Could Paint That,Documentary,2006,5,84
55721,Elite Squad (Tropa de Elite),Action|Crime|Drama|Thriller,2006,1,84
55732,Martian Child,Comedy|Drama,2006,9,57
55765,American Gangster,Crime|Drama|Thriller,2006,8,78
55768,Bee Movie,Animation|Comedy,2007,1,62
55820,No Country for Old Men,Crime|Drama,2007,9,62
55851,Crazy Love,Documentary,2007,9,60
55872,August Rush,Drama|Musical,2007,3,91
55946,Lions For Lambs,Drama|Thriller|War,2007,3,66
55995,Beowulf,Action|Adventure|Animation|Fantasy|IMAX,2007,5,65
55999,Mr. Magorium's Wonder Emporium,Children|Comedy|Fantasy,2006,8,93
56030,Darfur Now,Documentary,2007,4,60
56069,Murder Party,Comedy|Drama|Horror|Thriller,2006,9,53
56079,Smiley Face,Comedy,2006,10,54
56095,XXY,Drama,2007,3,53
56152,Enchanted,Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,2007,3,74
56156,Hitman,Action|Crime|Thriller,2007,10,58
56169,Awake,Drama|Thriller,2006,5,83
56174,I Am Legend,Action|Horror|Sci-Fi|Thriller|IMAX,2007,8,64
56251,Futurama: Bender's Big Score,Animation|Comedy|Sci-Fi,2006,5,87
56336,Wrong Turn 2: Dead End,Action|Horror|Thriller,2006,10,51
56367,Juno,Comedy|Drama|Romance,2007,5,72
56563,Helvetica,Documentary,2007,8,91
56633,Butterfly on a Wheel (Shattered),Crime|Drama|Thriller,2007,7,98
56775,National Treasure: Book of Secrets,Action|Adventure,2006,4,83
56788,Charlie Wilson's War,Comedy|Drama|War,2007,5,60
56801,AVPR: Aliens vs. Predator - Requiem,Action|Horror|Sci-Fi,2006,6,71
56908,Dedication,Comedy|Drama|Romance,2006,7,59
56921,Battlestar Galactica: Razor,Action|Drama|Sci-Fi|Thriller,2006,2,67
56941,P.S. I Love You,Comedy|Drama|Romance,2006,6,50
57223,D-War (Dragon Wars),Action|Adventure|Drama|Fantasy,2006,2,53
57274,[REC],Drama|Horror|Thriller,2007,10,76
57353,Flawless,Crime|Drama,2007,10,60
57401,Cleaner,Crime|Thriller,2006,3,61
57453,Arranged,Comedy|Drama|Romance,2007,2,62
57792,Caramel (Sukkar banat),Comedy,2006,9,52
57910,Teeth,Comedy|Horror,2006,1,96
58029,It's a Free World...,Drama,2007,1,85
58301,Funny Games U.S.,Drama|Thriller,2007,5,97
58306,Mongol,Drama|War,2007,8,62
58351,City of Men (Cidade dos Homens),Drama,2006,5,74
58365,Chicago 10,Animation|Documentary,2007,8,90
58425,Heima,Documentary,2007,1,82
58964,Inside (À l'intérieur),Horror|Thriller,2007,2,89
59141,Son of Rambow,Children|Comedy|Drama,2007,3,52
59143,Super High Me,Comedy|Documentary,2007,10,54
59339,Mister Lonely,Comedy|Drama,2006,7,98
59418,"American Crime, An",Crime,2007,2,74
59429,American Pie Presents Beta House (American Pie 6: Beta House),Comedy,2007,9,75
59549,Shelter,Drama|Romance,2006,3,77
59590,Young at Heart (a.k.a. Young@Heart),Documentary|Musical,2006,3,60
59814,Ex Drummer,Comedy|Crime|Drama|Horror,2006,7,100
59995,Boy A,Crime|Drama,2006,5,54
60128,Young People Fucking (a.k.a. YPF),Comedy,2007,10,99
60135,Surfwise,Documentary,2007,9,90
60471,Rogue,Action|Adventure|Horror|Sci-Fi|Thriller,2007,6,77
61123,High School Musical 2,Comedy|Drama|Musical|Romance,2007,3,72
62378,Magicians,Comedy,2007,3,64
63276,Crows Zero (Kurôzu zero),Action,2006,9,93
64993,5 Centimeters per Second (Byôsoku 5 senchimêtoru),Animation|Drama|Romance,2007,8,92
65037,Ben X,Drama,2006,2,87
65642,"Timecrimes (Cronocrímenes, Los)",Sci-Fi|Thriller,2006,5,70
66310,Frontière(s),Drama|Horror|Thriller,2007,9,81
66427,My Name Is Bruce,Comedy|Horror,2007,2,78
68884,Shall We Kiss? (Un baiser s'il vous plait),Comedy|Romance,2006,8,89
68901,Chop Shop,Drama,2006,5,95
69495,Breakfast with Scot,Drama|Romance,2006,6,58
70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo),Action|Animation|Sci-Fi,2006,6,72
70927,To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence),Comedy|Drama,2007,9,59
71318,Terra (a.k.a. Battle for Terra),Adventure|Animation|Sci-Fi,2007,10,51
74508,Persuasion,Drama|Romance,2007,2,79
74740,Fermat's Room (La habitación de Fermat),Mystery|Thriller,2007,10,94
78544,Ricky Gervais Live 3: Fame,Comedy,2007,1,84
79203,Nightwatching,Drama|Mystery,2006,3,58
86377,Louis C.K.: Shameless,Comedy,2007,6,56
89678,Northanger Abbey,Drama|Romance,2007,6,86
89870,Clapham Junction,Drama,2007,4,76
92163,Fados,Documentary|Musical,2007,3,56
92613,Holding Trevor,Drama|Romance,2006,7,90
103731,"Angel Named Billy, An",Drama,2006,9,63
115927,Doctor Strange,Action|Animation|Children|Fantasy|Sci-Fi,2007,8,57
127728,Back Soon,Drama|Romance,2006,4,66
139130,Afro Samurai,Action|Adventure|Animation|Drama|Fantasy,2006,6,83
140880,Fashion Victims,Comedy,2007,3,74
158314,Daniel Tosh: Completely Serious,Comedy,2007,10,67
53207,88 Minutes,Crime|Drama|Mystery|Thriller,2008,2,80
55830,Be Kind Rewind,Comedy,2007,10,84
56949,27 Dresses,Comedy|Romance,2007,4,83
57368,Cloverfield,Action|Mystery|Sci-Fi|Thriller,2008,7,78
57526,Untraceable,Crime|Thriller,2008,6,56
57528,Rambo (Rambo 4),Action|Drama|Thriller|War,2007,6,98
57669,In Bruges,Comedy|Crime|Drama|Thriller,2008,2,97
57951,Fool's Gold,Action|Adventure|Comedy|Romance,2008,9,92
58025,Jumper,Action|Adventure|Drama|Sci-Fi|Thriller,2008,10,89
58047,"Definitely, Maybe",Comedy|Drama|Romance,2007,2,90
58103,Vantage Point,Action|Drama|Thriller,2007,10,99
58146,Witless Protection,Comedy,2008,9,83
58156,Semi-Pro,Comedy,2007,2,92
58293,"10,000 BC",Adventure|Romance|Thriller,2007,7,51
58297,Doomsday,Action|Drama|Sci-Fi|Thriller,2007,1,93
58299,Horton Hears a Who!,Adventure|Animation|Children|Comedy,2008,9,70
58432,What Just Happened,Comedy|Drama,2007,10,52
58627,Never Back Down,Action,2007,4,73
58655,Drillbit Taylor,Comedy,2007,3,50
58803,21,Crime|Drama|Romance|Thriller,2008,5,73
58879,Shine a Light,Documentary|Musical|IMAX,2008,9,81
58972,Nim's Island,Adventure|Comedy|Fantasy,2007,5,61
58998,Forgetting Sarah Marshall,Comedy|Romance,2007,9,99
59014,Superhero Movie,Action|Comedy|Sci-Fi,2008,1,81
59016,Street Kings,Crime|Drama|Thriller,2007,9,72
59022,Harold & Kumar Escape from Guantanamo Bay,Adventure|Comedy,2008,5,60
59037,Speed Racer,Action|Children|Sci-Fi|IMAX,2007,2,75
59118,Happy-Go-Lucky,Comedy|Drama,2007,7,77
59126,Religulous,Comedy|Documentary,2008,10,61
59258,Baby Mama,Comedy,2007,4,80
59306,Prom Night,Horror|Mystery|Thriller,2008,9,99
59315,Iron Man,Action|Adventure|Sci-Fi,2007,4,51
59333,Made of Honor,Comedy|Romance,2008,3,73
59369,Taken,Action|Crime|Drama|Thriller,2007,6,52
59421,What Happens in Vegas...,Comedy|Romance,2007,8,82
59594,"War, Inc.",Comedy|Crime|Thriller,2008,4,73
59731,"Bigger, Stronger, Faster*",Documentary,2007,5,65
59784,Kung Fu Panda,Action|Animation|Children|Comedy|IMAX,2007,4,78
59810,Recount,Drama,2008,3,68
60069,WALL·E,Adventure|Animation|Children|Romance|Sci-Fi,2007,4,88
60072,Wanted,Action|Thriller,2007,2,60
60074,Hancock,Action|Adventure|Comedy|Crime|Fantasy,2008,2,93
60126,Get Smart,Action|Comedy,2008,10,92
60382,Roman Polanski: Wanted and Desired,Documentary,2008,4,55
60397,Mamma Mia!,Comedy|Musical|Romance,2007,2,52
60516,Meet Dave,Adventure|Children|Comedy|Romance|Sci-Fi,2008,8,61
60649,Space Chimps,Adventure|Animation|Comedy,2007,7,57
60674,Stargate: Continuum,Sci-Fi,2007,7,61
60753,Felon,Crime|Drama,2007,2,55
60763,American Teen,Documentary,2008,1,61
60766,Man on Wire,Documentary,2007,3,90
60832,Pathology,Crime|Horror|Thriller,2007,6,90
60943,Frozen River,Drama,2007,7,60
60950,Vicky Cristina Barcelona,Comedy|Drama|Romance,2008,3,72
61024,Pineapple Express,Action|Comedy|Crime,2008,6,50
61026,Red Cliff (Chi bi),Action|Adventure|Drama|War,2007,5,69
61075,Elegy,Drama|Romance,2008,9,87
61132,Tropic Thunder,Action|Adventure|Comedy|War,2008,2,50
61167,Henry Poole is Here,Drama|Mystery,2007,8,89
61210,Mutant Chronicles,Action|Adventure|Sci-Fi,2007,1,83
61236,Waltz with Bashir (Vals im Bashir),Animation|Documentary|Drama|War,2008,1,68
61248,Death Race,Action|Adventure|Sci-Fi|Thriller,2008,9,65
61289,Sukiyaki Western Django,Action|Western,2007,7,65
61323,Burn After Reading,Comedy|Crime|Drama,2007,1,94
61348,Disaster Movie,Comedy,2008,10,68
61350,Babylon A.D.,Action|Adventure|Sci-Fi|Thriller,2008,10,98
61352,Traitor,Crime|Drama|Thriller,2007,1,85
61465,Bangkok Dangerous,Action|Crime|Thriller,2007,6,58
61705,Lakeview Terrace,Drama|Thriller,2007,5,71
61729,Ghost Town,Comedy|Fantasy|Romance,2007,1,93
62081,Eagle Eye,Action|Crime|Thriller|IMAX,2007,2,53
62113,How to Lose Friends & Alienate People,Comedy,2008,1,63
62155,Nick and Norah's Infinite Playlist,Comedy|Drama|Romance,2007,4,75
62203,Martyrs,Horror,2007,4,92
62250,Gomorrah (Gomorra),Crime|Drama,2007,9,91
62344,Rachel Getting Married,Drama|Romance,2008,5,79
62374,Body of Lies,Action|Drama|Thriller,2007,7,67
62376,City of Ember,Adventure|Children|Sci-Fi,2007,9,68
62394,Max Payne,Action|Crime|Drama|Thriller,2008,10,53
62434,Zack and Miri Make a Porno,Comedy|Drama|Romance,2007,9,71
62437,W.,Drama,2007,2,66
62511,"Synecdoche, New York",Comedy|Drama,2007,3,92
62718,"Angus, Thongs and Perfect Snogging",Comedy|Romance,2008,9,68
62733,Quarantine,Drama|Horror|Mystery|Thriller,2008,3,81
62792,Pride and Glory,Crime|Drama,2008,3,71
62849,RocknRolla,Action|Crime,2007,2,100
62912,High School Musical 3: Senior Year,Musical,2008,2,65
62956,Futurama: Bender's Game,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,2007,9,58
62999,Madagascar: Escape 2 Africa,Action|Adventure|Animation|Children|Comedy|IMAX,2008,1,81
63062,Changeling,Crime|Drama|Mystery,2008,2,76
63082,Slumdog Millionaire,Crime|Drama|Romance,2007,5,89
63113,Quantum of Solace,Action|Adventure|Thriller,2008,9,94
63131,Role Models,Comedy,2007,5,87
63179,Tokyo!,Drama,2008,3,91
63393,Camp Rock,Comedy|Musical|Romance,2008,6,91
63436,Saw V,Crime|Horror|Thriller,2007,5,90
63479,Sex Drive,Comedy,2008,2,99
63481,Soul Men,Comedy|Musical,2008,6,64
63540,Beverly Hills Chihuahua,Adventure|Children|Comedy,2008,5,59
63826,Splinter,Action|Horror|Thriller,2008,3,92
63853,Australia,Adventure|Drama|War|Western,2007,5,57
63859,Bolt,Action|Adventure|Animation|Children|Comedy,2008,1,64
63876,Milk,Drama,2007,3,53
63992,Twilight,Drama|Fantasy|Romance|Thriller,2007,10,62
64030,Transporter 3,Action|Adventure|Crime|Thriller,2007,7,92
64032,Four Christmases,Comedy,2008,2,66
64114,Fireproof,Drama|Romance,2007,7,50
64116,Igor,Animation|Comedy,2008,2,70
64197,Hunger,Drama,2008,9,81
64229,Cadillac Records,Drama|Musical,2007,2,79
64285,Wallace and Gromit in 'A Matter of Loaf and Death',Animation|Comedy,2007,6,69
64499,Che: Part One,Drama|War,2007,2,94
64501,Che: Part Two,Drama|War,2007,3,51
64508,Starship Troopers 3: Marauder,Action|Sci-Fi|War,2008,5,89
64575,Doubt,Drama|Mystery,2008,9,81
64614,Gran Torino,Crime|Drama,2008,7,80
64620,Frost/Nixon,Drama,2007,9,60
64701,I've Loved You So Long (Il y a longtemps que je t'aime),Drama|Mystery,2007,2,94
64716,Seven Pounds,Drama,2007,3,55
64969,Yes Man,Comedy,2007,2,68
64983,Valkyrie,Drama|Thriller|War,2007,4,68
65088,Bedtime Stories,Adventure|Children|Comedy,2007,1,95
65126,Choke,Comedy|Drama,2007,8,52
65130,Revolutionary Road,Drama|Romance,2008,7,84
65193,Wild Child,Drama|Romance,2008,3,79
65216,Defiance,Drama|Thriller|War,2007,5,91
65230,Marley & Me,Comedy|Drama,2007,1,68
65259,Involuntary (De ofrivilliga),Drama,2008,6,85
65261,Ponyo (Gake no ue no Ponyo),Adventure|Animation|Children|Fantasy,2008,6,59
65418,Wendy and Lucy,Drama,2007,1,81
65465,Last Chance Harvey,Drama|Romance,2008,10,56
65514,Ip Man,Action|Drama|War,2007,4,99
65567,Passengers,Drama|Mystery|Thriller,2008,5,68
65685,Inkheart,Adventure|Fantasy,2007,1,89
65982,Outlander,Action|Adventure|Sci-Fi,2008,8,71
66090,Eden Lake,Horror|Thriller,2007,7,98
66130,Chocolate,Action|Drama,2008,2,85
66200,Two Lovers,Drama|Romance,2008,9,93
66371,Departures (Okuribito),Drama,2007,5,51
66744,"Divo, Il",Drama,2008,8,70
66808,Far Cry,Action|Adventure|Drama,2008,5,76
66934,Dr. Horrible's Sing-Along Blog,Comedy|Drama|Musical|Sci-Fi,2007,6,58
67267,Sunshine Cleaning,Comedy|Drama,2007,8,55
67508,"Baader Meinhof Komplex, Der",Action|Crime|Drama|Thriller,2007,3,98
68838,Every Little Step,Documentary,2007,1,93
68967,"Summer Hours (Heure d'été, L')",Drama,2007,8,81
69458,Tyson,Documentary,2007,1,52
69974,Shiver (Eskalofrío),Horror|Thriller,2008,5,73
70465,Jerusalema (Gangster's Paradise: Jerusalema),Action|Crime|Drama,2008,8,69
70597,Gigantic,Comedy|Romance,2008,9,81
70846,Lorna's Silence (Le silence de Lorna),Drama,2008,4,64
70862,It Might Get Loud,Documentary,2008,6,98
71282,"Food, Inc.",Documentary,2007,8,94
71438,Still Walking (Aruitemo aruitemo),Drama,2007,3,83
71640,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land),Documentary,2007,10,92
71700,Deadgirl,Horror,2007,8,65
72630,Sleep Dealer,Sci-Fi,2007,2,67
73211,Pontypool,Horror|Thriller,2008,7,76
73664,Dragon Hunters (Chasseurs de dragons),Adventure|Animation|Children,2008,8,88
74486,$9.99 ,Animation,2008,4,100
74649,Shades of Ray,Comedy|Drama|Romance,2007,9,71
75983,North Face (Nordwand),Adventure|Drama,2008,3,95
77810,Diary of a Nymphomaniac (Diario de una Ninfómana),Drama,2008,3,88
78729,24: Redemption,Action|Adventure|Crime|Drama|Thriller,2007,1,91
79008,South Park: Imaginationland,Animation|Comedy|Fantasy,2007,7,81
79136,Thirst,Drama,2008,7,100
80584,"Patrik Age 1.5 (Patrik 1,5)",Comedy|Drama|Romance,2007,3,60
80844,Lake Mungo,Drama|Mystery|Thriller,2007,6,59
85736,BURN-E,Adventure|Animation|Children|Sci-Fi,2008,4,84
86347,Louis C.K.: Chewed Up,Comedy,2007,9,93
86721,Idiots and Angels,Animation|Drama|Fantasy,2008,4,51
91610,Toronto Stories,Drama,2007,4,100
95311,Presto,Animation|Children|Comedy|Fantasy,2008,2,97
107057,Dead Set,Comedy|Drama|Horror,2008,6,58
108709,Generation Kill,Drama|War,2008,3,99
117121,Dorothy Mills,Drama|Horror|Mystery|Thriller,2008,8,67
129514,George Carlin: It's Bad for Ya!,Comedy,2007,3,72
140757,3-Day Weekend,Drama,2007,2,73
149572,A.R.O.G.,Comedy|Fantasy,2007,5,57
60684,Watchmen,Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,2008,9,86
65585,Bride Wars,Comedy|Romance,2009,1,78
65601,My Bloody Valentine 3-D,Horror|Thriller,2009,4,99
65802,Paul Blart: Mall Cop,Action|Comedy|Crime,2008,8,93
66097,Coraline,Animation|Fantasy|Thriller,2008,7,96
66171,Push,Sci-Fi|Thriller,2008,1,73
66203,He's Just Not That Into You,Comedy|Drama|Romance,2008,3,52
66335,Afro Samurai: Resurrection,Animation,2008,5,98
66509,Funny People,Comedy|Drama,2009,7,81
66596,Mystery Team,Comedy|Crime|Mystery,2008,3,72
66659,Tyler Perry's Madea Goes to Jail,Comedy|Crime|Drama,2009,7,69
66665,Away We Go,Comedy|Drama|Romance,2009,7,78
67087,"I Love You, Man",Comedy,2008,5,79
67193,Duplicity,Crime|Romance|Thriller,2009,9,87
67197,Knowing,Action|Drama|Mystery|Sci-Fi|Thriller,2008,7,55
67361,Echelon Conspiracy,Action|Mystery|Thriller,2009,7,84
67408,Monsters vs. Aliens,Animation|Sci-Fi|IMAX,2008,8,71
67695,Observe and Report,Action|Comedy,2009,10,55
67734,Adventureland,Comedy|Drama,2008,4,94
67788,Confessions of a Shopaholic,Comedy|Romance,2009,6,92
67867,Dragonball Evolution,Action|Adventure|Fantasy|Sci-Fi,2008,2,62
68073,Pirate Radio,Comedy|Drama,2008,7,63
68135,17 Again,Comedy|Drama,2008,4,70
68157,Inglourious Basterds,Action|Drama|War,2009,6,90
68159,State of Play,Crime|Drama|Thriller,2009,3,79
68205,Crank: High Voltage,Action|Comedy|Crime,2008,1,99
68237,Moon,Drama|Mystery|Sci-Fi|Thriller,2008,8,90
68319,X-Men Origins: Wolverine,Action|Sci-Fi|Thriller,2008,10,90
68347,Sin Nombre,Crime|Drama|Thriller,2008,7,52
68358,Star Trek,Action|Adventure|Sci-Fi|IMAX,2008,7,100
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia),Action|Drama|War,2009,5,91
68554,Angels & Demons,Crime|Drama|Mystery|Thriller,2008,6,60
68659,Fanboys,Adventure|Comedy|Drama,2009,3,83
68791,Terminator Salvation,Action|Adventure|Sci-Fi|Thriller,2008,8,73
68952,Drag Me to Hell,Comedy|Horror,2009,3,100
68954,Up,Adventure|Animation|Children|Drama,2009,4,100
68965,Dance Flick,Comedy|Musical,2009,5,96
69069,Fired Up,Comedy,2009,10,51
69134,Antichrist,Drama|Fantasy,2009,7,74
69253,New in Town,Comedy|Romance,2008,4,57
69275,Dead Snow (Død snø),Action|Adventure|Comedy|Horror,2008,10,55
69436,Year One,Adventure|Comedy,2008,3,80
69529,Home,Documentary,2009,9,84
69604,Whatever Works,Comedy|Romance,2008,2,51
69606,Ghosts of Girlfriends Past,Comedy|Fantasy|Romance,2009,5,64
69640,Public Enemies,Crime|Drama|Thriller,2008,2,80
69712,My Sister's Keeper,Drama,2008,10,63
69757,(500) Days of Summer,Comedy|Drama|Romance,2009,6,72
69784,Brüno (Bruno),Comedy,2009,1,81
70159,Orphan,Drama|Horror|Mystery|Thriller,2009,1,79
70286,District 9,Mystery|Sci-Fi|Thriller,2008,3,63
70293,Julie & Julia,Comedy|Drama|Romance,2009,3,89
70305,Race to Witch Mountain,Adventure|Children|Fantasy|Sci-Fi|Thriller,2008,6,95
70344,Cold Souls,Comedy|Drama,2009,9,87
70567,Adam,Drama|Romance,2009,9,60
70663,"I Love You, Beth Cooper",Comedy|Romance,2008,10,78
70697,G-Force,Action|Adventure|Children|Fantasy,2009,3,74
70728,Bronson,Action|Comedy|Drama|Thriller,2008,3,66
70898,Post Grad,Comedy,2008,10,95
70984,Taking Woodstock,Comedy,2009,7,84
70994,Halloween II,Horror|Thriller,2009,10,91
71057,9,Adventure|Animation|Sci-Fi,2009,1,66
71106,Frequently Asked Questions About Time Travel,Comedy|Sci-Fi,2008,3,84
71135,Pandorum,Horror|Sci-Fi|Thriller,2008,8,97
71205,Jennifer's Body,Comedy|Horror|Sci-Fi|Thriller,2009,10,58
71248,Extract,Comedy,2008,10,79
71254,Gamer,Action|Sci-Fi|Thriller,2008,7,68
71264,Cloudy with a Chance of Meatballs,Animation|Children|Fantasy|IMAX,2009,4,87
71304,Thirst (Bakjwi),Drama|Horror,2008,7,99
71379,Paranormal Activity,Horror|Thriller,2009,6,77
71429,World's Greatest Dad,Comedy|Drama,2009,2,66
71460,Wanted,Action|Romance,2009,1,61
71464,"Serious Man, A",Comedy|Drama,2009,1,81
71466,City Island,Comedy|Drama,2008,3,50
71468,Ink,Action|Fantasy|Sci-Fi,2009,5,65
71490,Grace,Drama|Horror|Thriller,2008,3,96
71518,Whip It,Comedy|Drama,2009,3,81
71530,Surrogates,Action|Sci-Fi|Thriller,2008,7,63
71533,Next Day Air,Action|Comedy|Crime,2009,1,73
71535,Zombieland,Action|Comedy|Horror,2008,3,90
71573,Whiteout,Action|Crime|Drama|Mystery|Thriller,2008,3,68
71579,"Education, An",Drama|Romance,2008,4,95
71668,Couples Retreat,Comedy|Romance,2009,8,88
71823,"New York, I Love You",Drama|Romance,2009,9,96
71838,Law Abiding Citizen,Drama|Thriller,2009,6,96
71876,Amelia,Drama,2008,7,59
71899,Mary and Max,Animation|Comedy|Drama,2008,9,50
72043,Monsters vs Aliens: Mutant Pumpkins from Outer Space,Animation|Comedy|Sci-Fi,2009,7,81
72109,Vampire Girl vs. Frankenstein Girl (Kyûketsu Shôjo tai Shôjo Furanken),Action|Comedy|Horror|Romance,2009,3,73
72129,Saw VI,Crime|Horror|Mystery|Thriller,2008,7,78
72131,Michael Jackson's This Is It,Documentary|Musical|IMAX,2009,7,95
72169,Good Hair,Comedy|Documentary,2009,4,63
72171,Black Dynamite,Action|Comedy,2008,7,87
72176,Big Fan,Comedy|Crime|Drama,2008,9,94
72209,Astro Boy,Action|Animation|Children|Sci-Fi,2009,9,91
72224,Gentlemen Broncos,Comedy,2009,1,73
72226,Fantastic Mr. Fox,Adventure|Animation|Children|Comedy|Crime,2009,4,77
72294,"Christmas Carol, A",Animation|Children|Drama|Fantasy|IMAX,2009,5,51
72356,Partly Cloudy,Animation|Children|Comedy|Fantasy,2008,2,92
72367,Grey Gardens,Drama,2009,9,86
72378,2012,Action|Drama|Sci-Fi|Thriller,2009,6,63
72386,Broken Embraces (Los abrazos rotos),Drama|Romance|Thriller,2009,3,71
72395,Precious,Drama,2008,2,58
72405,Bad Lieutenant: Port of Call New Orleans,Crime|Drama,2008,10,85
72489,Ninja Assassin,Action|Crime|Drama|Thriller,2008,5,77
72603,Merry Madagascar,Animation,2008,6,80
72694,Shrink,Drama,2009,10,80
72696,Old Dogs,Comedy,2009,7,64
72701,Planet 51,Adventure|Animation|Children|Comedy|Sci-Fi,2008,9,71
72720,"Single Man, A",Drama,2008,4,74
72733,Invictus,Drama,2009,8,59
72741,Everybody's Fine,Drama,2008,1,100
72762,Armored,Action|Drama|Thriller,2008,6,58
72998,Avatar,Action|Adventure|Sci-Fi|IMAX,2009,2,97
73015,It's Complicated,Comedy|Romance,2008,2,78
73017,Sherlock Holmes,Action|Crime|Mystery|Thriller,2008,2,82
73023,Crazy Heart,Drama|Romance,2009,3,90
73101,Looking for Eric,Comedy|Drama|Fantasy,2009,8,55
73168,Carriers,Drama|Horror|Thriller,2008,10,70
73266,Youth in Revolt,Comedy|Drama|Romance,2008,1,98
73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale),Drama,2009,1,80
73344,"Prophet, A (Un Prophète)",Crime|Drama,2008,8,52
73386,Staten Island,Crime|Drama,2008,1,53
73392,Collapse,Documentary,2009,5,87
73572,"My Son, My Son, What Have Ye Done",Drama|Horror,2009,2,93
73587,Soul Kitchen,Comedy,2008,9,60
73741,Ninja,Action|Crime|Drama|Thriller,2009,8,87
73860,Nowhere Boy,Drama,2009,7,86
73881,3 Idiots,Comedy|Drama|Romance,2009,7,64
74228,Triangle,Drama|Horror|Mystery|Thriller,2009,5,75
74275,I Love You Phillip Morris,Comedy|Drama|Romance,2008,10,68
74416,Fish Tank,Drama,2009,10,50
74624,Agora,Adventure|Drama|Romance,2009,2,73
74668,District 13: Ultimatum (Banlieue 13 - Ultimatum),Action|Sci-Fi,2009,7,75
74868,Dorian Gray,Drama|Horror|Sci-Fi,2009,8,60
74948,Harry Brown,Crime|Drama|Thriller,2009,4,74
75440,Will Ferrell: You're Welcome America - A Final Night with George W Bush,Comedy,2009,3,78
75813,Leaves of Grass,Comedy|Crime|Drama|Thriller,2009,7,75
75816,Women in Trouble,Comedy,2008,3,81
76030,Case 39,Horror|Thriller,2009,9,90
76054,Oceans (Océans),Documentary|Drama,2009,1,93
76111,About Elly (Darbareye Elly),Drama|Mystery,2008,5,57
76173,Micmacs (Micmacs à tire-larigot),Comedy|Crime,2008,5,84
76210,Defendor,Comedy|Crime|Drama,2009,5,93
76272,Five Minutes of Heaven,Crime|Drama|Thriller,2009,4,90
77201,Valhalla Rising,Action|Drama|War,2009,7,52
77307,Dogtooth (Kynodontas),Drama,2008,1,71
77359,Red Riding: 1983,Crime|Drama|Mystery,2009,2,75
78266,Splice,Horror|Sci-Fi|Thriller,2009,8,80
78349,Exam,Mystery|Thriller,2009,1,51
78653,Everyone Else (Alle Anderen),Drama|Romance,2009,9,74
78703,TiMER,Comedy|Drama|Fantasy|Romance,2008,2,57
79259,Cherrybomb,Drama|Thriller,2008,4,83
79318,Winnebago Man,Comedy|Documentary,2009,3,76
79357,Mr. Nobody,Drama|Fantasy|Romance|Sci-Fi,2008,3,76
79686,All Tomorrow's Parties,Documentary|Musical,2009,10,54
79868,Heartless,Fantasy|Horror|Mystery|Thriller,2009,2,52
80727,Middle Men,Comedy|Crime|Drama,2009,9,89
84154,Transcendent Man,Documentary,2009,7,89
84187,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha),Action|Animation|Drama|Sci-Fi,2009,3,69
84847,Emma,Comedy|Drama|Romance,2009,3,81
85016,Cropsey,Documentary|Horror,2009,5,99
85179,Summer Wars (Samâ wôzu),Adventure|Animation|Comedy|Sci-Fi,2008,5,61
92498,Dylan Moran Live: What It Is,Comedy,2008,8,80
92954,Prayers for Bobby,Drama,2009,5,98
